#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)","Speed (ns/day)"
1151000,1150.99999998,-641815.582231,299.738382744,0.996231212735,17.1
1152000,1151.99999998,-643654.660723,300.055021335,1.00373073667,17.1
1153000,1152.99999998,-644373.590611,305.305296339,1.00181394526,17.1
1154000,1153.99999998,-643561.463558,301.605549983,1.0002421075,17.1
1155000,1154.99999998,-643373.555686,300.314161578,1.00072829875,17.1
1156000,1155.99999998,-642069.338533,299.8925938,1.00316907753,17.1
1157000,1156.99999998,-644348.422834,299.773199317,1.00254394915,17.1
1158000,1157.99999998,-642921.649166,301.507026507,1.00134602611,17.1
1159000,1158.99999998,-644946.387976,298.144685319,1.0025365289,17.1
1160000,1159.99999998,-643190.496723,300.153683898,1.00071820269,17.1
1161000,1160.99999998,-643685.775816,302.932920039,1.00138957819,17.1
1162000,1161.99999998,-643208.087,298.604734376,1.00284722866,17.1
1163000,1162.99999998,-644478.641671,298.78988659,1.00429051559,17.1
1164000,1163.99999998,-644081.474613,299.566656688,1.0046824018,17.1
1165000,1164.99999998,-644620.81986,298.984575927,1.00276248496,17.1
1166000,1165.99999998,-645385.798424,300.804284418,1.00474925053,17.1
1167000,1166.99999998,-644329.695647,299.130204514,1.00668942033,17.1
1168000,1167.99999998,-644339.594346,300.812565216,1.001441507,17.1
1169000,1168.99999998,-643552.415078,299.496521556,1.00213243377,17.1
1170000,1169.99999998,-643588.365135,299.282408088,1.00086623864,17.1
1171000,1170.99999998,-643305.119154,297.326590157,1.00014400345,17.1
1172000,1171.99999998,-643183.841507,298.929220166,1.00013423805,17.1
1173000,1172.99999998,-643809.867849,300.562760311,1.00069604155,17.1
1174000,1173.99999998,-645114.459048,299.76882341,1.00433752758,17.1
1175000,1174.99999998,-645275.36311,301.000856496,1.00318455003,17.1
1176000,1175.99999998,-645915.292044,301.990407432,1.00335015196,17.1
1177000,1176.99999998,-644069.625559,300.292027343,1.00265244766,17.1
1178000,1177.99999998,-645226.002304,301.268064173,1.00395274552,17.1
1179000,1178.99999998,-643449.697727,299.069197689,1.00366505584,17.1
1180000,1179.99999998,-645205.704777,300.631891701,0.999620096331,17.1
1181000,1180.99999998,-643630.088722,299.995363749,1.00059820988,17.1
1182000,1181.99999998,-643061.697461,300.553810769,1.00163680479,17.1
1183000,1182.99999998,-643366.485501,300.907415067,1.00345724621,17.1
1184000,1183.99999998,-643655.847267,298.626580296,1.00305351378,17.1
1185000,1184.99999998,-643816.046094,298.55041315,1.00444356673,17.1
1186000,1185.99999998,-643225.665617,299.322698361,1.00347674501,17.1
1187000,1186.99999998,-643863.320441,298.44399796,1.00312634476,17.1
1188000,1187.99999998,-643684.439286,301.330096649,1.00356391669,17.1
1189000,1188.99999998,-642405.821867,298.592880464,1.00030350998,17.1
1190000,1189.99999998,-644363.836309,299.616329531,1.0052357917,17.1
1191000,1190.99999998,-643925.737376,299.858895894,1.0029566949,17.1
1192000,1191.99999998,-643767.476566,300.395247135,1.00249220373,17.1
1193000,1192.99999998,-643390.697166,298.553934965,1.00095964024,17.1
1194000,1193.99999998,-643451.596171,300.701012958,1.00317863439,17.1
1195000,1194.99999998,-643853.597885,299.839087503,1.0026219015,17.1
1196000,1195.99999998,-644658.497359,299.324926176,1.00242724098,17.1
1197000,1196.99999998,-644122.222468,301.390632813,1.00455648164,17.1
1198000,1197.99999998,-643280.88661,299.244670766,1.00319637194,17.1
1199000,1198.99999998,-643911.521161,299.283446597,1.00301876885,17.1
1200000,1199.99999998,-643493.212901,300.668808364,1.00279939121,17.1
1201000,1200.99999998,-642881.147651,301.746949947,1.00105809013,17.1
1202000,1201.99999998,-644232.958133,299.722025642,1.0037088102,17.1
1203000,1202.99999998,-642960.268201,299.980857245,0.999079596641,17.1
1204000,1203.99999998,-643436.072995,300.240102817,1.00316691347,17.1
1205000,1204.99999998,-644631.460343,298.00904448,1.0031119457,17.1
1206000,1205.99999998,-643676.639007,301.489567923,1.00497687432,17.1
1207000,1206.99999998,-643998.25762,301.163991838,1.00201687328,17.1
1208000,1207.99999998,-644123.36903,299.087121022,1.00772512389,17.1
1209000,1208.99999998,-643677.024503,300.166471365,1.00230207651,17.1
1210000,1209.99999998,-643044.620877,301.58328625,1.00364643587,17.1
1211000,1210.99999998,-642258.897195,300.188663299,1.00394850119,17.1
1212000,1211.99999998,-643742.135735,297.781319444,1.0035317008,17.1
1213000,1212.99999998,-644456.352452,299.805040185,1.00610480325,17.1
1214000,1213.99999998,-643729.101054,299.186618731,1.00327916835,17.1
1215000,1214.99999998,-642579.167698,298.7262681,1.00423153677,17.1
1216000,1215.99999998,-643406.292233,299.709389875,1.00434872446,17.1
1217000,1216.99999998,-644230.082366,302.999073854,1.0047273893,17.1
1218000,1217.99999998,-643970.064912,303.22309913,1.00505759814,17.1
1219000,1218.99999998,-643398.602731,300.410812791,1.00255113422,17.1
1220000,1219.99999998,-643043.011168,297.43202118,0.999558105168,17.1
1221000,1220.99999998,-643816.550153,299.428107485,1.00178353479,17.1
1222000,1221.99999998,-643095.553688,302.54766857,1.00185749555,17.1
1223000,1222.99999998,-643932.843956,298.386561732,0.999687862772,17.1
1224000,1223.99999998,-643566.713039,299.032449946,1.00362325777,17.1
1225000,1224.99999998,-642741.950454,299.728034906,1.00362373825,17.1
1226000,1225.99999998,-642626.838383,300.987017805,1.0026074826,17.1
1227000,1226.99999998,-644158.551179,301.07196911,1.0038861243,17.1
1228000,1227.99999998,-644310.076067,299.996693127,1.00275610051,17.1
1229000,1228.99999998,-644110.232472,300.385318588,1.00324915416,17.1
1230000,1229.99999998,-643424.541071,301.371269211,1.00323679661,17.1
1231000,1230.99999998,-644630.023109,299.888841795,1.00596128695,17.1
1232000,1231.99999998,-643649.710711,298.373813716,1.00454708504,17.1
1233000,1232.99999998,-644485.848918,299.903962262,1.00313729548,17.1
1234000,1233.99999998,-644898.390479,300.291484191,1.00718632801,17.1
1235000,1234.99999998,-643054.683318,300.075721891,1.00464409427,17.1
1236000,1235.99999998,-642784.435685,300.59544232,1.00642398985,17.1
1237000,1236.99999998,-642302.861091,300.807050032,1.00110930114,17.1
1238000,1237.99999998,-644021.3565,299.99457531,1.00546279483,17.1
1239000,1238.99999998,-642865.571343,302.600483415,0.998663759571,17.1
1240000,1239.99999998,-643234.926583,299.084930677,0.998991784934,17.1
1241000,1240.99999998,-642652.035412,299.981765923,1.0030623683,17.1
1242000,1241.99999998,-643112.92115,303.118476917,1.00223173021,17.1
1243000,1242.99999998,-642766.073174,302.797967208,1.00349163836,17.1
1244000,1243.99999998,-642892.521829,302.43173117,1.00124605667,17.1
1245000,1244.99999998,-642364.967715,298.874801603,1.00139550034,17.1
1246000,1245.99999998,-643777.219463,299.996849834,1.00536568977,17.1
1247000,1246.99999998,-643880.326553,299.894612085,1.00400838911,17.1
1248000,1247.99999998,-641895.210813,298.235364355,1.00171227717,17.1
1249000,1248.99999998,-645135.851718,297.472957235,1.00450736878,17.1
1250000,1249.99999998,-643792.13624,298.221619266,1.00535909554,17.1
1251000,1250.99999998,-643017.587495,299.958347324,1.00046758654,17.1
1252000,1251.99999998,-642617.238244,299.476585439,0.999007775998,17.1
1253000,1252.99999998,-642798.399057,302.044145503,1.00170044962,17.1
1254000,1253.99999998,-643862.799256,299.289621843,1.00195266612,17.1
1255000,1254.99999998,-641960.797816,298.153682195,1.00172852068,17.1
1256000,1255.99999998,-642763.358146,299.228699913,1.0003243078,17.1
1257000,1256.99999998,-644004.465624,301.375284649,1.00501061864,17.1
1258000,1257.99999998,-644245.658646,299.56314853,0.99999226783,17.1
1259000,1258.99999998,-642372.89908,301.819303074,1.00123426255,17.1
1260000,1259.99999998,-643801.209885,300.38476604,1.00116051252,17.1
1261000,1260.99999998,-644125.334326,301.876605348,1.00332957452,17.1
1262000,1261.99999998,-643389.055422,297.194672205,1.00035904277,17.1
1263000,1262.99999998,-641861.480919,300.249701061,1.00008479029,17.1
1264000,1263.99999998,-641563.314938,298.459532612,1.00213613165,17.1
1265000,1264.99999998,-643435.238097,300.099007446,1.00146489833,17.1
1266000,1265.99999998,-643235.642444,299.93087209,1.0019519816,17.1
1267000,1266.99999998,-643820.6932,298.557474951,1.00161429155,17.1
1268000,1267.99999998,-643586.674476,302.289962057,1.00287653643,17.1
1269000,1268.99999998,-642800.30669,298.586156089,1.00450956341,17.1
1270000,1269.99999998,-644901.01066,299.00120145,1.0023101036,17.1
1271000,1270.99999998,-642276.828286,300.795732479,0.99956535192,17.1
1272000,1271.99999998,-643696.188795,299.981052158,0.999993340551,17.1
1273000,1272.99999998,-643775.636179,299.674502748,1.001810136,17.1
1274000,1273.99999998,-644145.685501,299.511928412,1.00009953494,17.1
1275000,1274.99999998,-643124.215864,298.802152891,1.00203675305,17.1
1276000,1275.99999998,-643217.857372,298.386884353,1.00425533599,17.1
1277000,1276.99999998,-643340.760764,300.673848653,1.00650544075,17.1
1278000,1277.99999998,-643061.677441,300.437444647,1.00364773903,17.1
1279000,1278.99999998,-642105.329563,299.894597949,1.00499638015,17.1
1280000,1279.99999998,-642691.38078,301.985270976,0.999351106224,17.1
1281000,1280.99999998,-642913.511877,300.317278928,1.00367194723,17.1
1282000,1281.99999998,-643821.602861,302.625633629,1.0051137237,17.1
1283000,1282.99999998,-643913.013162,300.799481298,1.0039444495,17.1
1284000,1283.99999998,-643206.173977,301.768832776,1.00185844439,17.1
1285000,1284.99999998,-643051.51558,304.277705736,1.0016904473,17.1
1286000,1285.99999998,-642816.338114,304.466387613,1.00044223044,17.1
1287000,1286.99999998,-643026.541016,300.59629757,1.0000966232,17.1
1288000,1287.99999998,-643378.840978,298.561518948,0.999795124196,17.1
1289000,1288.99999998,-643555.778482,299.734147862,1.00323364191,17.1
1290000,1289.99999998,-644064.504397,300.826317083,1.00304411051,17.1
1291000,1290.99999998,-644715.05341,298.455470988,1.00239970538,17.1
1292000,1291.99999998,-643135.759654,300.964043827,0.99729256703,17.1
1293000,1292.99999998,-642953.201631,298.325136459,1.00156425109,17.1
1294000,1293.99999998,-642895.109207,299.797530992,1.00102899674,17.1
1295000,1294.99999998,-644753.706299,300.580277944,1.00465322932,17.1
1296000,1295.99999998,-644949.513348,300.26935172,1.00383784803,17.1
1297000,1296.99999998,-643945.304908,300.562381671,1.00044669027,17.1
1298000,1297.99999998,-644014.789001,299.411228953,1.00088708066,17.1
1299000,1298.99999998,-644681.929105,301.914857648,1.0052352338,17.1
1300000,1299.99999998,-645094.615674,298.941536718,1.00487376069,17.1
1301000,1300.99999998,-644363.465976,298.819321763,1.00340274187,17.1
1302000,1301.99999998,-643082.896875,298.719901376,1.00322707408,17.1
1303000,1302.99999998,-643909.363589,300.737498354,1.00165130097,17.1
1304000,1303.99999998,-643324.997995,302.237015914,1.000027515,17.1
1305000,1304.99999998,-643115.806799,298.981402998,1.00402928883,17.1
1306000,1305.99999998,-644313.600083,299.139788374,1.00644567579,17.1
1307000,1306.99999998,-645064.760348,300.520860688,1.00363386576,17.1
1308000,1307.99999998,-644496.15937,298.919994372,1.00840830334,17.1
1309000,1308.99999998,-644270.097584,299.378047844,1.00489664038,17.1
1310000,1309.99999998,-644732.353158,302.575936105,1.00721612957,17.1
1311000,1310.99999998,-643520.479755,300.853855732,1.00199469363,17.1
1312000,1311.99999998,-642305.691497,297.832930999,1.00338872477,17.1
1313000,1312.99999998,-642254.758054,297.851394138,1.00381911529,17.1
1314000,1313.99999998,-642279.699078,298.860167267,1.00417789298,17.1
1315000,1314.99999998,-644886.427654,301.490843325,1.00284577509,17.1
1316000,1315.99999998,-643437.637963,300.517563915,1.00283563408,17.1
1317000,1316.99999998,-644619.49378,302.298803564,1.00419226825,17.1
1318000,1317.99999998,-644447.863628,301.091166749,1.00749337655,17.1
1319000,1318.99999998,-644042.903928,299.82648794,1.00672409241,17.1
1320000,1319.99999998,-642502.402637,300.542984429,1.00257363642,17.1
1321000,1320.99999998,-642170.529728,298.928199601,1.00138884089,17.1
1322000,1321.99999998,-643204.162676,301.834860569,1.00256457493,17.1
1323000,1322.99999998,-643365.060223,300.507468898,1.00234027527,17.1
1324000,1323.99999998,-644777.472815,299.965245525,1.00297421575,17.1
1325000,1324.99999998,-643398.523751,301.847457881,1.00445333897,17.1
1326000,1325.99999998,-642777.695524,300.403511509,1.00177204449,17.1
1327000,1326.99999998,-643783.913998,301.454140898,1.00562964593,17.1
1328000,1327.99999998,-643994.651029,303.024354222,1.00757403613,17.1
1329000,1328.99999998,-643815.147058,299.868716105,1.00390836035,17.1
1330000,1329.99999998,-643706.77888,299.261225168,1.00227603518,17.1
1331000,1330.99999998,-644843.79603,299.608094653,1.00476051946,17.1
1332000,1331.99999998,-643254.516807,298.789468234,1.00111161173,17.1
1333000,1332.99999998,-643737.64931,296.835441859,1.00418560715,17.1
1334000,1333.99999998,-643335.370625,301.376544863,1.0021026616,17.1
1335000,1334.99999998,-642653.666605,301.432928023,1.002284601,17.1
1336000,1335.99999998,-643138.881801,300.318073241,1.00398883904,17.1
1337000,1336.99999998,-644227.525817,300.989861061,1.0033617847,17.1
1338000,1337.99999998,-643692.262562,301.037751789,1.00456598491,17.1
1339000,1338.99999998,-643471.267615,300.138717773,1.00184473089,17.1
1340000,1339.99999998,-642578.348968,300.067753463,1.00109131023,17.1
1341000,1340.99999998,-642695.645864,300.116406759,1.00300269001,17.1
1342000,1341.99999998,-643832.57335,298.804453647,1.00447838616,17.1
1343000,1342.99999998,-642976.390485,301.277534229,1.00341701147,17.1
1344000,1343.99999998,-642088.739184,300.103179497,1.00219123709,17.1
1345000,1344.99999998,-642738.246698,299.42988866,0.999873163802,17.1
1346000,1345.99999998,-644096.908077,299.898077822,1.0018497091,17.1
1347000,1346.99999998,-643121.107733,299.933324487,1.0036495545,17.1
1348000,1347.99999998,-642730.449065,299.77648375,1.00523267182,17.1
1349000,1348.99999998,-643863.36761,300.972082433,1.00556750316,17.1
1350000,1349.99999997,-643366.469619,298.658891044,1.00404831841,17.1
1351000,1350.99999997,-643570.820706,301.908071509,1.0068693535,17.1
1352000,1351.99999997,-643811.606722,302.108418002,1.00569086514,17.1
1353000,1352.99999997,-643787.261395,302.052547539,1.00230477626,17.1
1354000,1353.99999997,-642372.000225,300.121668957,1.00199786128,17.1
1355000,1354.99999997,-643326.267703,297.71970794,1.00236560695,17.1
1356000,1355.99999997,-643932.194156,299.604746139,1.00653022307,17.1
1357000,1356.99999997,-644290.032051,299.643378321,1.00214402574,17.1
1358000,1357.99999997,-644162.134362,301.085328989,1.00265166797,17.1
1359000,1358.99999997,-644942.597632,299.533368258,1.00407189033,17.1
1360000,1359.99999997,-643996.547762,298.872942277,1.00334080519,17.1
1361000,1360.99999997,-643200.173213,299.757178068,1.00282639086,17.1
1362000,1361.99999997,-652148.806049,300.248199313,1.00361759927,17.1
1363000,1362.99999997,-642407.015427,297.870313467,1.00313279336,17.1
1364000,1363.99999997,-643315.132863,298.253920151,1.00461678682,17.1
1365000,1364.99999997,-641965.197193,298.777759232,1.0030170777,17.1
1366000,1365.99999997,-643519.027929,301.089682652,1.00309180921,17.1
1367000,1366.99999997,-643790.770135,299.990102097,1.00308469528,17.1
1368000,1367.99999997,-643169.694975,301.07501128,1.0027939932,17.1
1369000,1368.99999997,-643136.550083,300.476681368,1.00309826759,17.1
1370000,1369.99999997,-642975.271521,298.462660645,1.00392362669,17.1
1371000,1370.99999997,-644633.922865,302.942834254,1.00232427636,17.1
1372000,1371.99999997,-643061.162008,297.88395262,0.999893289907,17.1
1373000,1372.99999997,-642343.888879,300.212617604,0.999175516447,17.1
1374000,1373.99999997,-644067.828122,299.496913724,1.00213471267,17.1
1375000,1374.99999997,-643656.098581,300.359080368,1.00245415984,17.1
1376000,1375.99999997,-641898.820621,298.961949795,1.00011137534,17.1
1377000,1376.99999997,-645092.204136,301.982056433,1.00384515329,17.1
1378000,1377.99999997,-645080.923352,302.834377449,1.00080094855,17.1
1379000,1378.99999997,-642955.326518,299.53288043,0.999469753185,17.1
1380000,1379.99999997,-642129.418147,302.535072028,0.99991237441,17.1
1381000,1380.99999997,-643538.91338,301.80429866,1.00219223579,17.1
1382000,1381.99999997,-643714.858544,302.487745154,1.00070334166,17.1
1383000,1382.99999997,-643867.378383,298.764420197,1.00446467464,17.1
1384000,1383.99999997,-643634.723509,299.803933763,1.00185446265,17.1
1385000,1384.99999997,-644089.085539,300.207962826,1.00183747226,17.1
1386000,1385.99999997,-644220.963009,299.008809991,1.00608479044,17.1
1387000,1386.99999997,-643671.190259,298.572714386,1.00439166331,17.1
1388000,1387.99999997,-643693.894649,299.872026596,1.00400931253,17.1
1389000,1388.99999997,-643720.395797,301.617325089,1.00253216204,17.1
1390000,1389.99999997,-643012.933159,303.783106007,1.00317005447,17.1
1391000,1390.99999997,-642580.283325,302.322827504,1.00247126476,17.1
1392000,1391.99999997,-641759.765153,299.713141466,1.00116555135,17.1
1393000,1392.99999997,-643734.037224,298.288249414,1.00291394576,17.1
1394000,1393.99999997,-644022.472616,299.805133915,1.00358561636,17.1
1395000,1394.99999997,-643596.748324,302.474570345,1.00056218036,17.1
1396000,1395.99999997,-643142.706106,299.520427578,1.00138201198,17.1
1397000,1396.99999997,-644506.121014,299.030677078,1.00072115537,17.1
1398000,1397.99999997,-644407.677254,298.798683677,1.00145121664,17.1
1399000,1398.99999997,-644590.51045,302.633047523,1.00280501411,17.1
1400000,1399.99999997,-644572.865443,300.491303672,1.00347038115,17.1
1401000,1400.99999997,-642898.206365,298.843767596,1.00089928942,17.1
1402000,1401.99999997,-641104.327485,301.212449962,1.00147643903,17.1
1403000,1402.99999997,-641920.961221,301.037841648,1.00194232493,17.1
1404000,1403.99999997,-643488.956781,301.542305624,1.0020062056,17.1
1405000,1404.99999997,-643928.26814,302.151333815,1.00185890664,17.1
1406000,1405.99999997,-642917.643474,299.245028136,1.00410988963,17.1
1407000,1406.99999997,-644212.256783,299.154748329,1.00463726245,17.1
1408000,1407.99999997,-644546.604951,300.739735727,1.00335231857,17.1
1409000,1408.99999997,-642371.199769,299.988613328,0.998939716203,17.1
1410000,1409.99999997,-644051.538533,300.320562481,1.00132963638,17.1
1411000,1410.99999997,-643299.901875,298.763126078,1.00079366108,17.1
1412000,1411.99999997,-643221.159507,302.111424816,1.00302976953,17.1
1413000,1412.99999997,-642545.992774,299.898094491,1.00037426471,17.1
1414000,1413.99999997,-643445.459996,302.691985593,1.00207413991,17.1
1415000,1414.99999997,-643158.910049,300.106249435,1.00217399935,17.1
1416000,1415.99999997,-644374.025436,300.709628023,1.00364680407,17.1
1417000,1416.99999997,-642726.95043,300.729196925,1.00023461885,17.1
1418000,1417.99999997,-642865.307587,299.246835315,1.00033492133,17.1
1419000,1418.99999997,-642804.439844,301.071982384,1.00068573862,17.1
1420000,1419.99999997,-643866.368143,300.639432924,0.998695591702,17.1
1421000,1420.99999997,-642674.105226,300.96173415,0.999465762636,17.1
1422000,1421.99999997,-643336.741806,302.01988087,1.00115818803,17.1
1423000,1422.99999997,-642843.114882,298.392436749,1.00134351984,17.1
1424000,1423.99999997,-643349.910621,301.095906505,1.00126594797,17.1
1425000,1424.99999997,-652570.46609,299.656942076,1.00215831867,17.1
1426000,1425.99999997,-642516.532722,301.363448625,1.00548758627,17.1
1427000,1426.99999997,-643321.706707,298.51281038,1.00476461924,17.1
1428000,1427.99999997,-643235.998505,299.369321202,1.00039635167,17.1
1429000,1428.99999997,-643106.940341,298.950157498,1.00050705371,17.1
1430000,1429.99999997,-645313.895015,301.44281664,1.00348642446,17.1
1431000,1430.99999997,-643890.868814,301.677441316,1.00422703039,17.1
1432000,1431.99999997,-641780.172815,298.460502386,1.00076003842,17.1
1433000,1432.99999997,-643197.539237,298.339164013,0.999057137097,17.1
1434000,1433.99999997,-643084.327792,301.194604245,1.00087583536,17.1
1435000,1434.99999997,-644144.97313,300.01837816,1.00306419395,17.1
1436000,1435.99999997,-643802.946637,300.273356221,1.00204366889,17.1
1437000,1436.99999997,-644341.942223,299.460080389,1.00426960811,17.1
1438000,1437.99999997,-642958.797874,300.902116122,1.00248854486,17.1
1439000,1438.99999997,-643594.315158,300.94522131,1.00813996431,17.1
1440000,1439.99999997,-642341.173472,299.384581156,1.00327128405,17.1
1441000,1440.99999997,-643309.128831,300.604630164,1.00151357336,17.1
1442000,1441.99999997,-642637.165866,301.299359226,1.00051455718,17.1
1443000,1442.99999997,-643896.84221,300.688210049,1.00247032111,17.1
1444000,1443.99999997,-642120.510432,301.17250762,1.00540646654,17.1
1445000,1444.99999997,-643700.160831,303.390782696,1.00498995124,17.1
1446000,1445.99999997,-642421.949417,299.207542868,1.00588637886,17.1
1447000,1446.99999997,-643059.760383,300.271999418,1.00108405157,17.1
1448000,1447.99999997,-643345.552765,297.336703278,1.00589717762,17.1
1449000,1448.99999997,-642382.818666,299.553119691,1.00004829182,17.1
1450000,1449.99999997,-643421.703739,299.31597598,1.0012271236,17.1
1451000,1450.99999997,-643731.94393,298.566763541,1.00431808218,17.1
1452000,1451.99999997,-644119.239621,302.807229198,1.00190358415,17.1
1453000,1452.99999997,-644018.781759,301.422224342,1.00510257184,17.1
1454000,1453.99999997,-644016.432407,302.41347047,1.00171298314,17.1
1455000,1454.99999997,-642635.67919,301.91415471,1.00035401929,17.1
1456000,1455.99999997,-642274.741609,302.656859565,0.998943914495,17.1
1457000,1456.99999997,-643046.705274,301.971580432,1.00273976981,17.1
1458000,1457.99999997,-643606.751318,300.691130246,1.004468211,17.1
1459000,1458.99999997,-642968.44042,301.285797075,1.00473908393,17.1
1460000,1459.99999997,-643613.012697,300.253567373,1.00659258851,17.1
1461000,1460.99999997,-643403.061281,299.180186318,1.00384909601,17.1
1462000,1461.99999997,-644272.060339,298.869685109,1.00421008391,17.1
1463000,1462.99999997,-643470.427897,300.778308227,1.00306006616,17.1
1464000,1463.99999997,-642372.13225,299.869054284,1.00072651183,17.1
1465000,1464.99999997,-643276.041858,300.764927387,1.0010778499,17.1
1466000,1465.99999997,-645038.731782,302.04912953,1.00338887341,17.1
1467000,1466.99999997,-643599.327284,298.596996001,1.00360111806,17.1
1468000,1467.99999997,-644072.738489,300.179190487,1.005336192,17.1
1469000,1468.99999997,-642956.571303,299.252791044,1.00447768014,17.1
1470000,1469.99999997,-643897.865842,301.511826652,1.00714315886,17.1
1471000,1470.99999997,-643500.004568,300.659762796,1.00377458209,17.1
1472000,1471.99999997,-643471.943587,299.612486979,1.00170734484,17.1
1473000,1472.99999997,-644069.659875,302.525213507,1.00158042012,17.1
1474000,1473.99999997,-643243.66121,301.176425551,1.0017317703,17.1
1475000,1474.99999997,-644045.712414,301.164000168,1.00743548945,17.1
1476000,1475.99999997,-643513.011143,301.364887255,1.00104873618,17.1
1477000,1476.99999997,-643026.387057,298.848267935,1.00272194202,17.1
1478000,1477.99999997,-643307.554065,300.692542112,1.00187250755,17.1
1479000,1478.99999997,-643544.972833,299.839760546,1.00448531611,17.1
1480000,1479.99999997,-643664.25658,299.147028539,1.00175945933,17.1
1481000,1480.99999997,-643498.222849,299.056609729,1.00186140265,17.1
1482000,1481.99999997,-642834.906775,302.655437794,1.00294754872,17.1
1483000,1482.99999997,-643570.610949,300.396457833,1.00513159276,17.1
1484000,1483.99999997,-643228.485375,299.252290499,1.00540907799,17.1
1485000,1484.99999997,-643159.996502,300.072482661,1.00157903918,17.1
1486000,1485.99999997,-641712.208684,298.229481389,1.00045882962,17.1
1487000,1486.99999997,-643469.544919,301.254253302,1.00456266229,17.1
1488000,1487.99999997,-643367.710128,299.065199348,1.00312566794,17.1
1489000,1488.99999997,-643064.365032,298.436891197,1.00226560026,17.1
1490000,1489.99999997,-643484.067002,297.450889949,1.00114329967,17.1
1491000,1490.99999997,-642576.919436,301.719956617,1.00252541893,17.1
1492000,1491.99999997,-643526.852161,302.733522534,1.00231193785,17.1
1493000,1492.99999997,-643091.893084,298.640670387,1.00264283131,17.1
1494000,1493.99999997,-644027.387781,301.402401946,1.00495782445,17.1
1495000,1494.99999997,-643886.22297,299.419633211,1.0025168159,17.1
1496000,1495.99999997,-643513.610616,301.637244116,1.00457659484,17.1
1497000,1496.99999997,-642659.57489,298.163514527,1.00208028201,17.1
1498000,1497.99999997,-643494.348323,297.416278451,1.00122289726,17.1
1499000,1498.99999997,-643022.986629,301.374276171,1.00229351449,17.1
1500000,1499.99999997,-644467.515628,301.729895211,1.00131225516,17.1
1501000,1500.99999997,-642799.205993,300.472401363,1.00195144034,17.1
1502000,1501.99999997,-643478.451457,300.771956755,1.00128373649,17.1
1503000,1502.99999997,-642423.760995,300.460432743,1.00346053977,17.1
1504000,1503.99999997,-643713.631274,299.482236025,1.00412621172,17.1
1505000,1504.99999997,-644190.11436,300.461824271,1.00160319076,17.1
1506000,1505.99999997,-643679.940164,298.296656085,1.00048864949,17.1
1507000,1506.99999997,-643972.560952,303.485901339,0.997351112598,17.1
1508000,1507.99999997,-642878.37345,300.954597255,1.00067647686,17.1
1509000,1508.99999997,-643025.612393,304.346583428,1.00333764663,17.1
1510000,1509.99999997,-642752.630471,301.604147787,0.998979716986,17.1
1511000,1510.99999997,-642978.581868,302.339482536,1.00239532074,17.1
1512000,1511.99999997,-642759.411482,302.374604717,1.00615457112,17.1
1513000,1512.99999997,-643880.960248,300.615219887,1.00337121468,17.1
1514000,1513.99999997,-643811.326603,301.071755605,1.00070877221,17.1
1515000,1514.99999997,-643783.946502,300.818797633,1.00528545822,17.1
1516000,1515.99999997,-643751.450418,299.949341832,0.999166028522,17.1
1517000,1516.99999997,-644337.231737,299.892726029,1.00436692711,17.1
1518000,1517.99999997,-642421.515253,300.176423759,0.999094373013,17.1
1519000,1518.99999997,-642963.922419,297.917882455,1.00052402693,17.1
1520000,1519.99999997,-644193.846238,300.694148346,1.00410010371,17.1
1521000,1520.99999997,-644033.465467,299.345756458,1.00657149557,17.1
1522000,1521.99999997,-643654.211597,299.517970173,1.00102007866,17.1
1523000,1522.99999997,-644169.018743,300.248972055,1.00205553039,17.1
1524000,1523.99999997,-644640.244014,301.833735614,1.00316944893,17.1
1525000,1524.99999997,-643775.161288,299.990810443,1.00496696745,17.1
1526000,1525.99999997,-642545.60545,299.469199249,1.00171302883,17.1
1527000,1526.99999997,-644496.407113,300.183674882,1.00448697026,17.1
1528000,1527.99999997,-644626.380744,301.022642883,1.00350424546,17.1
1529000,1528.99999997,-643009.681431,301.114164336,1.00109610511,17.1
1530000,1529.99999997,-643451.565844,300.817159174,1.0005883053,17.1
1531000,1530.99999997,-643101.391982,299.172632845,1.00118573273,17.1
1532000,1531.99999997,-644339.740092,301.775010097,1.00581485169,17.1
1533000,1532.99999997,-644501.817212,301.205922978,1.00653495922,17.1
1534000,1533.99999997,-644110.280989,302.542751347,1.00550370725,17.1
1535000,1534.99999997,-642731.592563,298.328181105,1.00585914423,17.1
1536000,1535.99999997,-642226.491778,298.142036113,1.00214857688,17.1
1537000,1536.99999997,-643824.845199,299.534021771,1.0028676424,17.1
1538000,1537.99999997,-644051.333768,301.23108986,1.00395612164,17.1
1539000,1538.99999997,-644003.941947,298.479927732,1.00163245287,17.1
1540000,1539.99999997,-644501.377331,303.161335641,1.00387708334,17.1
1541000,1540.99999997,-642800.870244,301.209908511,1.00211311344,17.1
1542000,1541.99999997,-644173.885684,301.178708409,0.998777633981,17.1
1543000,1542.99999997,-643745.505888,300.416950772,1.00081498649,17.1
1544000,1543.99999997,-643938.716514,299.654444968,0.99964428472,17.1
1545000,1544.99999997,-643348.937413,298.168623355,1.00215554837,17.1
1546000,1545.99999997,-643649.404157,299.871974456,1.00181812715,17.1
1547000,1546.99999997,-643074.24665,298.73991806,1.00291161455,17.1
1548000,1547.99999997,-643850.641624,301.529283902,1.00342882915,17.1
