#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)","Speed (ns/day)"
1095000,1094.99999998,-643341.292547,298.976186406,0.996225986641,18.4
1096000,1095.99999998,-642495.725485,296.707845913,1.00027481388,18.4
1097000,1096.99999998,-643607.872303,302.537805814,1.00213316851,18.4
1098000,1097.99999998,-643651.360694,299.835871593,1.00004525003,18.4
1099000,1098.99999998,-643157.049422,300.295267321,0.999980361319,18.4
1100000,1099.99999998,-643642.923636,300.529445586,1.00525990326,18.4
1101000,1100.99999998,-643408.264,301.075559277,0.999045322862,18.4
1102000,1101.99999998,-642602.832994,299.308740439,1.00171521557,18.4
1103000,1102.99999998,-645191.810574,301.11038586,1.00590343992,18.4
1104000,1103.99999998,-643079.185522,299.866644301,1.00313216021,18.4
1105000,1104.99999998,-643759.817976,302.001182448,0.9997097991,18.4
1106000,1105.99999998,-643481.517256,303.165859291,1.00093879124,18.4
1107000,1106.99999998,-642618.796919,299.532510736,1.00214905956,18.4
1108000,1107.99999998,-642712.881206,301.959143738,1.00341422123,18.4
1109000,1108.99999998,-642681.916047,298.64970926,1.00804985424,18.4
1110000,1109.99999998,-645477.75,300.153252377,1.00689282799,18.4
1111000,1110.99999998,-644313.861555,299.4391561,1.00502282129,18.4
1112000,1111.99999998,-644136.459617,300.647147125,1.00189916299,18.4
1113000,1112.99999998,-643419.977372,300.491398163,1.00099970472,18.4
1114000,1113.99999998,-644110.507226,299.655802036,1.00129827814,18.4
1115000,1114.99999998,-642998.91858,301.825888215,0.999807226956,18.4
1116000,1115.99999998,-644016.776746,299.741725558,1.00425054487,18.4
1117000,1116.99999998,-643734.081331,302.241188719,1.00372421384,18.4
1118000,1117.99999998,-642881.686282,300.037736293,1.00162208737,18.4
1119000,1118.99999998,-643247.194809,301.315786081,1.0048631237,18.4
1120000,1119.99999998,-642753.704846,301.90420796,1.00375666862,18.4
1121000,1120.99999998,-642014.680444,298.541321667,1.00122366559,18.4
1122000,1121.99999998,-643461.066411,301.39372381,1.00199557407,18.4
1123000,1122.99999998,-643302.464758,301.886490923,1.00392975098,18.4
1124000,1123.99999998,-643507.832417,302.299307005,1.00183859152,18.4
1125000,1124.99999998,-643709.300269,298.437091697,0.999448919061,18.4
1126000,1125.99999998,-644148.706423,298.627457055,1.00173922877,18.4
1127000,1126.99999998,-643419.566227,299.295200134,1.00061826548,18.4
1128000,1127.99999998,-644153.869329,300.847915524,1.00439569042,18.4
1129000,1128.99999998,-643112.375659,301.29200129,1.00039596254,18.4
1130000,1129.99999998,-643361.40656,301.492628222,0.998919176331,18.4
1131000,1130.99999998,-643185.164549,301.663320609,1.00065922406,18.4
1132000,1131.99999998,-643063.033664,298.347513335,1.0015580667,18.4
1133000,1132.99999998,-643370.27521,301.511205524,1.00262753012,18.4
1134000,1133.99999998,-644774.927146,300.773737851,1.00360050116,18.4
1135000,1134.99999998,-644586.576308,301.804145037,1.0009196788,18.4
1136000,1135.99999998,-644431.921304,301.863659902,1.00515594072,18.4
1137000,1136.99999998,-644841.0716,301.005907307,1.00522014115,18.4
1138000,1137.99999998,-644561.501225,299.313685048,1.00377313981,18.4
1139000,1138.99999998,-645054.284838,296.836298491,1.00352761601,18.4
1140000,1139.99999998,-643279.223615,299.226221489,1.00558425165,18.4
1141000,1140.99999998,-643481.616357,300.772998857,1.00314169019,18.4
1142000,1141.99999998,-645386.563435,299.487087319,1.00095057666,18.4
1143000,1142.99999998,-644526.273733,299.591769682,1.00060711461,18.4
1144000,1143.99999998,-644966.737207,301.047112342,1.00412255187,18.4
1145000,1144.99999998,-642694.337304,299.213191363,0.999696475121,18.4
1146000,1145.99999998,-643402.788583,298.736799106,1.00208481211,18.4
1147000,1146.99999998,-644225.561239,298.593951984,1.00527482318,18.4
1148000,1147.99999998,-643801.284177,300.127032857,1.00220691104,18.4
1149000,1148.99999998,-646209.841345,301.449110986,1.00750890974,18.4
1150000,1149.99999998,-643891.596936,296.419102276,1.00077786812,18.4
1151000,1150.99999998,-644117.801443,300.297256346,1.00353996143,18.4
1152000,1151.99999998,-644939.956679,299.632095791,1.00405096027,18.4
1153000,1152.99999998,-644416.547539,298.741086958,1.00065173937,18.4
1154000,1153.99999998,-643273.481735,300.901682743,0.998962963403,18.4
1155000,1154.99999998,-644179.140237,300.139147115,1.0005279337,18.4
1156000,1155.99999998,-643235.099714,301.748310089,1.00066217999,18.4
1157000,1156.99999998,-643502.099973,298.293743416,1.00100783437,18.4
1158000,1157.99999998,-643035.584196,299.225904429,1.00110391589,18.4
1159000,1158.99999998,-644057.650719,299.844803693,1.0012466812,18.4
1160000,1159.99999998,-643571.6359,300.356849331,1.0006502251,18.4
1161000,1160.99999998,-643008.802661,298.800199775,0.99999202103,18.4
1162000,1161.99999998,-643880.226646,296.973595331,1.00276495917,18.4
1163000,1162.99999998,-644293.817106,299.437683531,1.00409621211,18.4
1164000,1163.99999998,-644828.157746,297.656064525,0.999921919744,18.4
1165000,1164.99999998,-643957.509878,300.166356382,1.00184562512,18.4
1166000,1165.99999998,-643570.962258,298.444960254,1.00351871584,18.4
1167000,1166.99999998,-642715.563311,298.186096852,1.0009938598,18.4
1168000,1167.99999998,-642674.93341,299.179925042,0.999469803855,18.4
1169000,1168.99999998,-642925.842718,300.40992887,1.00195393059,18.4
1170000,1169.99999998,-643240.709765,302.119920745,0.999893792035,18.4
1171000,1170.99999998,-643810.261711,303.263772444,1.00490513983,18.4
1172000,1171.99999998,-644264.095078,299.997326569,1.00156882584,18.4
1173000,1172.99999998,-644744.901483,298.97329124,1.00492359086,18.4
1174000,1173.99999998,-644479.01899,300.497014097,1.00450316899,18.4
1175000,1174.99999998,-643666.905279,298.850062182,1.00496859137,18.4
1176000,1175.99999998,-643777.02791,302.401362765,1.00301422054,18.4
1177000,1176.99999998,-643094.854094,299.518854906,1.00349073878,18.4
1178000,1177.99999998,-643903.60842,297.856792737,1.00325069652,18.4
1179000,1178.99999998,-644823.597606,299.395320168,1.00667965146,18.4
1180000,1179.99999998,-642879.257021,300.78140644,1.003118047,18.4
1181000,1180.99999998,-644835.889269,300.510176985,1.00431362158,18.4
1182000,1181.99999998,-643846.667693,298.05018143,1.00166791412,18.4
1183000,1182.99999998,-644258.880431,300.837280766,1.00201394468,18.4
1184000,1183.99999998,-644548.974312,298.456790167,0.999049665197,18.4
1185000,1184.99999998,-644118.962556,299.11644299,1.0026271972,18.4
1186000,1185.99999998,-643984.729958,297.367499879,1.00292393329,18.4
1187000,1186.99999998,-643334.144368,300.272385904,1.00043971415,18.4
1188000,1187.99999998,-643206.541706,302.785072731,1.00068395418,18.4
1189000,1188.99999998,-644437.873746,301.208675701,1.00518514349,18.4
1190000,1189.99999998,-643457.427093,300.739794859,1.00158816733,18.4
1191000,1190.99999998,-643894.825462,301.320975848,1.0031949892,18.4
1192000,1191.99999998,-643139.486269,299.618430141,1.00529825436,18.4
1193000,1192.99999998,-643263.802961,299.127083703,1.00166655268,18.4
1194000,1193.99999998,-644517.038505,298.088175579,1.00059173347,18.4
1195000,1194.99999998,-643713.275317,301.06586196,1.00090756761,18.4
1196000,1195.99999998,-642645.356152,300.710890145,0.999413746931,18.4
1197000,1196.99999998,-643017.165275,301.205896469,1.00278012657,18.4
1198000,1197.99999998,-644629.475761,301.387911267,1.00087591715,18.4
1199000,1198.99999998,-643186.636226,301.972848222,1.00285971673,18.4
1200000,1199.99999998,-643165.753823,300.904878954,1.0031575584,18.4
1201000,1200.99999998,-644355.011685,299.935560766,1.00672338801,18.4
1202000,1201.99999998,-643006.202321,301.275251627,1.005159828,18.4
1203000,1202.99999998,-644724.306999,301.013419766,1.0039001649,18.4
1204000,1203.99999998,-643428.680499,300.259574337,1.0014003638,18.4
1205000,1204.99999998,-643548.027269,300.485583021,1.00543638587,18.4
1206000,1205.99999998,-645621.947678,301.117942781,1.00480890632,18.4
1207000,1206.99999998,-643260.312694,298.040231965,1.00243372338,18.4
1208000,1207.99999998,-643160.862117,298.564522942,1.00528309439,18.4
1209000,1208.99999998,-644787.688686,298.85806936,1.00800534999,18.4
1210000,1209.99999998,-642465.68961,299.544276898,1.00296121917,18.4
1211000,1210.99999998,-643664.77458,302.180555734,1.00265510304,18.4
1212000,1211.99999998,-642756.895252,302.277967428,1.00024557488,18.4
1213000,1212.99999998,-642379.221465,301.037526773,1.00013307393,18.4
1214000,1213.99999998,-642770.321467,300.754492853,1.00204374662,18.4
1215000,1214.99999998,-644159.86646,301.182564182,1.00230458759,18.4
1216000,1215.99999998,-644241.90984,300.769176287,1.00561443842,18.4
1217000,1216.99999998,-643093.43436,300.438229193,1.0033257671,18.4
1218000,1217.99999998,-643975.206512,301.46611029,0.999850409364,18.4
1219000,1218.99999998,-644115.332445,300.54626173,1.00010533796,18.4
1220000,1219.99999998,-644019.355685,300.485871963,1.00326229186,18.4
1221000,1220.99999998,-644276.449778,303.146318815,1.00580549649,18.4
1222000,1221.99999998,-642961.14595,300.38254437,1.00205571526,18.4
1223000,1222.99999998,-644024.424543,300.176941374,1.00155616171,18.4
1224000,1223.99999998,-643741.679749,301.214198266,1.00360896672,18.4
1225000,1224.99999998,-644084.815067,300.057421846,1.00461331967,18.4
1226000,1225.99999998,-644225.424619,301.119479033,1.00712250345,18.4
1227000,1226.99999998,-644629.463312,300.658922296,1.00179205958,18.4
1228000,1227.99999998,-644008.226319,299.736441881,1.00320355982,18.4
1229000,1228.99999998,-643925.403224,299.424814756,1.00361505319,18.4
1230000,1229.99999998,-644202.496209,299.345126754,1.00300456417,18.4
1231000,1230.99999998,-643163.456777,302.428779372,1.00364529981,18.4
1232000,1231.99999998,-643779.155782,301.332083685,1.00608114688,18.4
1233000,1232.99999998,-645886.875698,299.185659607,1.00759937746,18.4
1234000,1233.99999998,-644990.173001,300.297188495,1.00575547333,18.4
1235000,1234.99999998,-644733.240044,300.730888948,1.0042911206,18.4
1236000,1235.99999998,-645334.92515,299.193722227,1.00114167124,18.4
1237000,1236.99999998,-643836.170636,301.334154467,1.00020999765,18.4
1238000,1237.99999998,-643231.921093,300.302957172,1.00115798254,18.4
1239000,1238.99999998,-644463.930345,298.926389748,1.00654930111,18.4
1240000,1239.99999998,-644385.4989,299.249203559,1.0032074632,18.4
1241000,1240.99999998,-644083.807998,299.333020751,1.00123705366,18.4
1242000,1241.99999998,-644092.902155,301.345178868,1.00370314312,18.4
1243000,1242.99999998,-643322.36864,300.472610823,1.00107245683,18.4
1244000,1243.99999998,-644817.477398,299.975094969,1.00161307138,18.4
1245000,1244.99999998,-644201.44722,299.076636653,1.00292209264,18.4
1246000,1245.99999998,-644888.212532,299.423989302,1.002682402,18.4
1247000,1246.99999998,-643330.071101,299.644634219,1.00219155942,18.4
1248000,1247.99999998,-643743.902928,301.273808839,1.00240976452,18.4
1249000,1248.99999998,-643008.583014,299.981173406,1.00252872748,18.4
1250000,1249.99999998,-644569.92955,301.017742047,1.00221307642,18.4
1251000,1250.99999998,-644142.263159,300.049794327,1.0043716839,18.4
1252000,1251.99999998,-644460.71633,300.269764147,1.00700594487,18.4
1253000,1252.99999998,-644800.622291,297.362448694,1.00618254848,18.4
1254000,1253.99999998,-644382.594033,297.761874717,1.00330175065,18.4
1255000,1254.99999998,-644654.931101,298.739344774,1.00268543488,18.4
1256000,1255.99999998,-643168.750662,299.70053075,1.00197128308,18.4
1257000,1256.99999998,-644459.437496,298.232149963,1.0056709604,18.4
1258000,1257.99999998,-644011.846825,299.595840646,1.00293745705,18.4
1259000,1258.99999998,-643799.293229,298.30383154,1.00100301265,18.4
1260000,1259.99999998,-644705.435736,296.845264775,1.00168205548,18.4
1261000,1260.99999998,-644788.050737,299.903994021,1.00228184541,18.4
1262000,1261.99999998,-643388.647471,298.437505502,0.998476232059,18.4
1263000,1262.99999998,-642335.500029,298.817226052,1.00031911599,18.4
1264000,1263.99999998,-642789.620913,299.903201611,1.00498744046,18.4
1265000,1264.99999998,-642875.075675,300.954302803,1.00209085194,18.4
1266000,1265.99999998,-642945.87579,299.866310293,1.00269756252,18.4
1267000,1266.99999998,-645102.592866,301.198962139,1.0033495875,18.4
1268000,1267.99999998,-644154.351701,295.77944863,1.00289154903,18.4
1269000,1268.99999998,-643675.122384,301.684237239,1.00279412743,18.4
1270000,1269.99999998,-642974.475738,299.176779439,1.00102549741,18.4
1271000,1270.99999998,-643669.904843,299.331511237,1.00245437395,18.4
1272000,1271.99999998,-644313.323251,300.182674516,1.00405442039,18.4
1273000,1272.99999998,-643883.623812,298.419857713,1.00340904147,18.4
1274000,1273.99999998,-642558.527489,298.821782332,1.00225681777,18.4
1275000,1274.99999998,-643251.888357,299.124782854,1.00115015715,18.4
1276000,1275.99999998,-642785.602334,300.922004373,0.99883208672,18.4
1277000,1276.99999998,-643186.280201,303.697634884,1.00010698243,18.4
1278000,1277.99999998,-643908.109332,301.49935143,1.00555166927,18.4
1279000,1278.99999998,-644405.733694,299.676423408,1.00342755988,18.4
1280000,1279.99999998,-644540.519026,300.558989074,1.00309600081,18.4
1281000,1280.99999998,-645318.149141,300.129291716,1.00231919388,18.4
1282000,1281.99999998,-644155.444846,300.540764095,1.00304625263,18.4
1283000,1282.99999998,-644709.433721,299.360164418,1.00255966227,18.4
1284000,1283.99999998,-643782.732714,298.816708124,1.0060975111,18.4
1285000,1284.99999998,-644837.783231,299.204629832,1.00686179661,18.4
1286000,1285.99999998,-644544.276967,300.318162232,1.00164832735,18.4
1287000,1286.99999998,-643557.063865,299.930127403,1.00340288167,18.4
1288000,1287.99999998,-645017.14011,299.790497902,1.0052484301,18.4
1289000,1288.99999998,-645221.168036,299.717311862,1.00608589628,18.4
1290000,1289.99999998,-643959.302372,301.505810269,1.00407731914,18.4
1291000,1290.99999998,-644011.651081,300.088163785,1.00169330368,18.4
1292000,1291.99999998,-642982.798075,297.757299544,1.00271877789,18.4
1293000,1292.99999998,-643321.270739,301.170486084,1.00589515194,18.4
1294000,1293.99999998,-644297.22264,302.4830006,1.00549313817,18.4
1295000,1294.99999998,-643292.333035,300.934640703,1.00697743128,18.4
1296000,1295.99999998,-644267.150778,298.102651847,1.00524543315,18.4
1297000,1296.99999998,-645418.740625,302.507512367,1.00420328132,18.4
1298000,1297.99999998,-643820.39107,298.305392465,1.00423832796,18.4
1299000,1298.99999998,-644389.383288,298.54566164,1.00404758086,18.4
1300000,1299.99999998,-643746.389525,298.831385876,1.00005293902,18.4
1301000,1300.99999998,-643324.594192,299.219311458,1.00419992448,18.4
1302000,1301.99999998,-643661.8874,298.525906857,1.00356450622,18.4
1303000,1302.99999998,-643350.547267,300.352298655,1.00406277187,18.4
1304000,1303.99999998,-643879.140683,303.562349185,1.00448986285,18.4
1305000,1304.99999998,-642630.476028,300.052711906,0.998817054837,18.4
1306000,1305.99999998,-642043.871297,300.964867104,0.999103417554,18.4
1307000,1306.99999998,-642475.452448,299.627072305,1.00051843867,18.4
1308000,1307.99999998,-643055.437426,301.775581943,0.997553582446,18.4
1309000,1308.99999998,-644139.917815,300.764898231,1.00335995141,18.4
1310000,1309.99999998,-643739.409894,300.916191955,1.0033901994,18.4
1311000,1310.99999998,-643590.507691,298.898288391,1.00128266079,18.4
1312000,1311.99999998,-644190.708034,300.054634539,1.00316662545,18.4
1313000,1312.99999998,-643199.374308,300.396128567,1.00104596769,18.4
1314000,1313.99999998,-643356.151055,301.378886265,1.00249457877,18.4
1315000,1314.99999998,-643950.72487,299.817578585,1.00395111882,18.4
1316000,1315.99999998,-643829.921861,299.376933399,1.00053603862,18.4
1317000,1316.99999998,-644323.899767,302.114584639,1.003820847,18.4
1318000,1317.99999998,-644523.526728,299.948782978,1.00535149476,18.4
1319000,1318.99999998,-643519.135967,301.250151349,1.00216395176,18.4
1320000,1319.99999998,-645068.788857,300.346617783,1.00150344257,18.4
1321000,1320.99999998,-645476.539167,300.190200129,1.00325428957,18.4
1322000,1321.99999998,-645106.066706,301.372008287,1.00367355772,18.4
1323000,1322.99999998,-644717.285513,300.878192099,1.00230293554,18.4
1324000,1323.99999998,-643055.490977,297.238909927,0.99981485255,18.4
1325000,1324.99999998,-643101.623335,299.837820371,1.00167234748,18.4
1326000,1325.99999998,-643841.846659,300.477031285,1.0011984605,18.4
1327000,1326.99999998,-643865.781738,301.256681485,1.00285258384,18.4
1328000,1327.99999998,-643883.997557,297.497726729,1.00199868473,18.4
1329000,1328.99999998,-644372.144535,296.674244216,1.00143260475,18.4
1330000,1329.99999998,-643650.5482,300.099093673,1.00252852693,18.4
1331000,1330.99999998,-643009.853612,300.912378195,1.00304231226,18.4
1332000,1331.99999998,-641957.265051,300.147230239,1.00094575569,18.4
1333000,1332.99999998,-643970.313557,302.004099569,1.00068149432,18.4
1334000,1333.99999998,-643417.281366,299.334370365,1.00373736985,18.4
1335000,1334.99999998,-643396.712271,299.826576708,1.0045465864,18.4
1336000,1335.99999998,-642877.03565,301.144977698,1.0023555362,18.4
1337000,1336.99999998,-643955.569405,300.519005172,1.00543964141,18.4
1338000,1337.99999998,-644143.43608,302.583840866,1.00278901326,18.4
1339000,1338.99999998,-642967.185518,301.397944954,1.00227874077,18.4
1340000,1339.99999998,-644055.834083,299.943983071,1.00229430551,18.4
1341000,1340.99999998,-644990.563688,300.31712103,1.00116258187,18.4
1342000,1341.99999998,-643957.595763,300.543481134,1.00080319554,18.4
1343000,1342.99999998,-644207.950168,298.917150111,1.00002940214,18.4
1344000,1343.99999998,-645058.198958,299.741168567,1.00373873794,18.4
1345000,1344.99999998,-644220.904959,298.721416683,1.00291811097,18.4
1346000,1345.99999998,-643521.331039,298.321852954,1.00186794465,18.4
1347000,1346.99999998,-644262.830906,299.222639473,1.00410517411,18.4
1348000,1347.99999998,-643736.4969,299.001611911,1.00509780735,18.4
1349000,1348.99999998,-645317.412698,300.524988599,1.00553344497,18.4
1350000,1349.99999997,-644318.945292,299.503812175,1.00538469345,18.4
1351000,1350.99999997,-643934.089111,300.189756533,1.0025976227,18.4
1352000,1351.99999997,-644597.333102,300.247577085,1.00252390361,18.4
1353000,1352.99999997,-642676.681584,299.690360362,1.00250472262,18.4
1354000,1353.99999997,-643151.858223,298.341948456,1.00331733729,18.4
1355000,1354.99999997,-643550.178262,301.552906761,1.00431149566,18.4
1356000,1355.99999997,-643301.558825,301.303985946,1.00106461533,18.4
1357000,1356.99999997,-642926.605085,298.429970633,1.00029885906,18.4
1358000,1357.99999997,-643523.388831,301.601687493,1.00297977629,18.4
1359000,1358.99999997,-643951.027435,301.958237049,1.00721265097,18.4
1360000,1359.99999997,-642192.17843,299.518478117,1.00089850952,18.4
1361000,1360.99999997,-642841.223051,299.845873973,1.00224044287,18.4
1362000,1361.99999997,-642477.238211,300.895286391,1.00178628448,18.4
1363000,1362.99999997,-643946.136517,299.800745447,1.00595717233,18.4
1364000,1363.99999997,-644315.667727,300.950686993,1.00155417722,18.4
1365000,1364.99999997,-643646.410469,300.599637124,1.00091165349,18.4
1366000,1365.99999997,-643250.590475,301.99135642,1.00225538466,18.4
1367000,1366.99999997,-642487.914859,301.783318248,1.00190931699,18.4
1368000,1367.99999997,-643203.8472,300.79217642,0.999873213922,18.4
1369000,1368.99999997,-643273.910581,300.052542713,0.999791886253,18.4
1370000,1369.99999997,-642953.846342,299.314570135,1.0004839748,18.4
1371000,1370.99999997,-643862.109643,302.738034999,1.0010975379,18.4
1372000,1371.99999997,-642750.32676,300.363323608,1.00174500388,18.4
1373000,1372.99999997,-643947.277306,298.772300178,1.00204671657,18.4
1374000,1373.99999997,-642789.600123,299.620377182,0.999679340169,18.4
1375000,1374.99999997,-643104.699793,300.503185468,1.00075730684,18.4
1376000,1375.99999997,-643581.564837,299.579257346,0.997982160138,18.4
1377000,1376.99999997,-643436.103069,298.443223851,1.00161641884,18.4
1378000,1377.99999997,-645050.979905,299.547609575,1.003089728,18.4
1379000,1378.99999997,-644297.052787,300.717817287,1.0066636542,18.4
1380000,1379.99999997,-644647.365737,301.006102125,1.00294650634,18.4
1381000,1380.99999997,-644583.470527,300.797438935,1.00178468207,18.4
1382000,1381.99999997,-643833.903668,298.623238961,1.00446541176,18.4
1383000,1382.99999997,-643464.572461,299.264674859,1.00515092937,18.4
1384000,1383.99999997,-643407.076629,299.100718469,1.00514562564,18.4
1385000,1384.99999997,-643866.3897,300.315300239,1.0024864959,18.4
1386000,1385.99999997,-643398.515844,300.669356124,1.00481806902,18.4
1387000,1386.99999997,-643873.956217,299.978490054,1.00512832831,18.4
1388000,1387.99999997,-643705.734255,299.146332924,1.00031084526,18.4
1389000,1388.99999997,-642843.133525,297.521299299,0.997835834366,18.4
1390000,1389.99999997,-644397.101373,300.368102781,1.00521382881,18.4
1391000,1390.99999997,-644038.713751,299.643526392,1.00363845658,18.4
1392000,1391.99999997,-643870.576024,300.047571681,1.00814310764,18.4
1393000,1392.99999997,-645802.622326,297.477763126,1.00256383802,18.4
1394000,1393.99999997,-643205.104808,296.791777574,0.999345725919,18.4
1395000,1394.99999997,-644342.507966,299.556521983,1.00259826654,18.4
1396000,1395.99999997,-644129.941398,300.262258128,1.00478998749,18.4
1397000,1396.99999997,-643837.161964,298.504279982,1.0030996108,18.4
1398000,1397.99999997,-645211.669683,299.342773033,1.00773443691,18.4
1399000,1398.99999997,-644214.338349,299.480222662,1.00648803346,18.4
1400000,1399.99999997,-643167.617809,299.589990188,1.00298036604,18.4
1401000,1400.99999997,-642979.680327,300.942339818,1.00223269905,18.4
1402000,1401.99999997,-644284.471454,298.751566978,1.00282643936,18.4
1403000,1402.99999997,-644599.767951,301.317655259,1.00496251768,18.4
1404000,1403.99999997,-643459.292776,300.574053122,1.00311053374,18.4
1405000,1404.99999997,-644721.367334,298.51579593,1.00536097911,18.4
1406000,1405.99999997,-644255.182146,300.683709259,1.00669254732,18.4
1407000,1406.99999997,-645092.77815,297.802286776,1.00601225848,18.4
1408000,1407.99999997,-642739.52257,298.892202187,0.9991946041,18.4
1409000,1408.99999997,-644049.872937,297.421850188,0.998200877776,18.4
1410000,1409.99999997,-642996.08026,298.489420634,1.00347836371,18.4
1411000,1410.99999997,-644074.580533,299.821494448,1.00661962513,18.4
1412000,1411.99999997,-643867.304866,301.264124605,1.00399419413,18.4
1413000,1412.99999997,-644162.770688,301.001438937,1.00450858822,18.4
1414000,1413.99999997,-644691.74445,301.551093195,1.00569742924,18.4
1415000,1414.99999997,-643666.428402,303.298616526,1.00198995804,18.4
1416000,1415.99999997,-644769.419321,298.650163217,1.00483954562,18.4
1417000,1416.99999997,-643700.497472,298.563738339,1.00218941192,18.4
1418000,1417.99999997,-644572.695471,300.129280222,1.00328739777,18.4
1419000,1418.99999997,-644575.303645,301.572107754,1.0034503403,18.4
1420000,1419.99999997,-645123.593429,298.376194038,1.00405666158,18.4
1421000,1420.99999997,-643019.275001,296.917906444,1.00395138762,18.4
1422000,1421.99999997,-642722.840054,299.348792695,0.99996606623,18.4
1423000,1422.99999997,-643875.140786,301.031067887,1.00214838712,18.4
1424000,1423.99999997,-644421.936699,301.31243521,1.00053439224,18.4
1425000,1424.99999997,-644147.736359,298.606790918,1.00225085855,18.4
1426000,1425.99999997,-643266.459797,299.916070309,1.0008806095,18.4
1427000,1426.99999997,-644742.830156,302.806992292,1.001045133,18.4
1428000,1427.99999997,-641838.845973,298.859219614,0.999876895611,18.4
1429000,1428.99999997,-644107.138169,302.455254435,1.000713271,18.4
1430000,1429.99999997,-643378.726086,301.376305283,1.00179958129,18.4
1431000,1430.99999997,-643610.239883,303.480082975,1.00269041644,18.4
1432000,1431.99999997,-643539.004974,299.645634253,1.00465806405,18.4
1433000,1432.99999997,-643588.234908,300.973477593,1.00420137205,18.4
1434000,1433.99999997,-642248.927027,302.411211606,1.00240504637,18.4
1435000,1434.99999997,-642760.139811,300.331314632,0.998233494678,18.4
1436000,1435.99999997,-643028.050245,300.971387348,1.00154941404,18.4
1437000,1436.99999997,-643050.114184,298.08011852,1.00160359543,18.4
1438000,1437.99999997,-644012.051515,301.649331581,1.00011777872,18.4
1439000,1438.99999997,-643149.316966,302.195611815,1.00176460914,18.4
1440000,1439.99999997,-643989.882879,299.87605587,1.00422255557,18.4
1441000,1440.99999997,-643363.14581,297.636961404,1.00174795233,18.4
1442000,1441.99999997,-644052.511844,301.036967568,1.00214448868,18.4
1443000,1442.99999997,-643773.313981,298.108079171,1.00533674996,18.4
1444000,1443.99999997,-645140.754122,299.520734613,1.00319718264,18.4
1445000,1444.99999997,-644352.892542,298.32922972,1.00206429904,18.4
1446000,1445.99999997,-642924.664424,298.830798311,1.00134189142,18.4
1447000,1446.99999997,-644819.435011,299.164443646,1.00229290483,18.4
1448000,1447.99999997,-644683.777722,300.156241446,1.00478873748,18.4
1449000,1448.99999997,-644196.727931,302.003991637,1.00283534303,18.4
1450000,1449.99999997,-644435.350074,300.407645513,1.00396730584,18.4
1451000,1450.99999997,-643808.603813,299.117412064,1.00690852913,18.4
1452000,1451.99999997,-643213.622686,303.258151702,1.00287773818,18.4
1453000,1452.99999997,-643117.950696,299.199503747,1.0020210537,18.4
1454000,1453.99999997,-643119.240533,300.964249523,1.0023781791,18.4
1455000,1454.99999997,-643975.280742,301.201881266,1.00623137156,18.4
1456000,1455.99999997,-643898.034211,300.010583115,1.00546380808,18.4
1457000,1456.99999997,-644964.792971,301.19304723,1.00542797408,18.4
1458000,1457.99999997,-644180.564993,299.30915587,1.00311674265,18.4
1459000,1458.99999997,-645462.355998,296.786207813,1.00289221908,18.4
1460000,1459.99999997,-644584.088289,299.444968837,1.00054810917,18.4
1461000,1460.99999997,-643718.568223,301.001481135,1.00293854667,18.4
1462000,1461.99999997,-643753.874894,299.97888962,1.00255316292,18.4
1463000,1462.99999997,-643386.273149,298.626849403,1.00370228072,18.4
1464000,1463.99999997,-643626.979388,298.352295524,1.00320134152,18.4
1465000,1464.99999997,-643277.626864,299.702803132,1.0067440331,18.4
1466000,1465.99999997,-643744.626578,301.159043418,1.00503924981,18.4
1467000,1466.99999997,-644098.889065,300.915952055,1.00254928226,18.4
1468000,1467.99999997,-644333.797037,302.440150946,1.00181260111,18.4
1469000,1468.99999997,-642957.145503,301.110630108,1.00235103088,18.4
1470000,1469.99999997,-642790.332752,298.104551883,1.00601342394,18.4
1471000,1470.99999997,-644140.182389,300.24531448,1.00398984508,18.4
1472000,1471.99999997,-643989.784611,299.796669897,1.00330179474,18.4
1473000,1472.99999997,-644002.620625,299.035001566,1.00235860232,18.4
1474000,1473.99999997,-644447.189666,299.380336013,1.00301671125,18.4
1475000,1474.99999997,-643283.274504,300.437211915,1.00468503327,18.4
1476000,1475.99999997,-643182.385596,299.270281123,1.00372981834,18.4
1477000,1476.99999997,-643712.0601,300.507685884,1.00551950328,18.4
1478000,1477.99999997,-643868.792915,297.755167437,1.00469201788,18.4
1479000,1478.99999997,-643121.393008,301.53105468,1.00079449215,18.4
1480000,1479.99999997,-642385.068985,299.171142124,0.999851061584,18.4
1481000,1480.99999997,-642148.937064,300.666887338,1.00018718108,18.4
1482000,1481.99999997,-641536.079962,302.750455889,1.00018379207,18.4
1483000,1482.99999997,-641716.718907,299.993626353,1.00194292481,18.4
1484000,1483.99999997,-643951.979298,300.777953084,1.00279333232,18.4
1485000,1484.99999997,-642731.957232,300.358214292,1.00161719625,18.4
1486000,1485.99999997,-643669.609676,300.582964696,1.00400519221,18.4
1487000,1486.99999997,-643664.379193,300.266970938,1.00167505452,18.4
1488000,1487.99999997,-643083.15397,298.709020314,1.00352029484,18.4
1489000,1488.99999997,-643552.120109,299.072700929,1.00357056689,18.4
1490000,1489.99999997,-643629.053734,296.75029484,1.00682378474,18.4
1491000,1490.99999997,-643653.266551,299.37214876,1.00610351035,18.4
1492000,1491.99999997,-644045.684098,299.458638766,1.00381980369,18.4
