#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)","Speed (ns/day)"
150000,150.0,-642733.142283,299.792126385,1.00159266041,18.4
151000,151.0,-644645.349686,300.211058803,1.00202838037,18.4
152000,152.0,-644996.94736,297.893429674,1.00227698713,18.4
153000,153.0,-643802.354749,301.138573167,1.00291709931,18.4
154000,154.0,-643935.780416,301.882401586,1.00088864444,18.4
155000,155.0,-643199.483628,296.216121451,0.999806630886,18.4
156000,156.0,-643605.590654,299.496292405,0.999581185528,18.4
157000,157.0,-644006.689683,300.095889672,1.0012898863,18.4
158000,158.0,-642423.563325,300.262639827,1.00165295138,18.4
159000,159.0,-642263.914465,301.871163221,1.00374836661,18.4
160000,160.0,-642933.978285,300.250942753,1.00424568887,18.4
161000,161.0,-643912.556855,301.158166527,1.00063993782,18.4
162000,162.0,-644765.35983,299.776112823,1.00309036093,18.4
163000,163.0,-643932.188664,301.286367409,0.999481197581,18.4
164000,164.0,-643044.996351,298.117269544,1.0023867542,18.4
165000,165.0,-642962.818494,298.145544457,1.00311454779,18.4
166000,166.0,-644508.991721,299.202365589,1.00411432096,18.4
167000,167.0,-643504.159182,300.817323465,1.00350565169,18.4
168000,168.0,-641796.255167,298.928711271,1.00054123526,18.4
169000,169.0,-642214.089523,298.92406914,1.00155105555,18.4
170000,170.0,-642844.396572,298.674460675,1.00014932184,18.4
171000,171.0,-644192.849705,299.537714237,1.0029864537,18.4
172000,172.0,-644556.725874,303.014271708,1.00600350789,18.4
173000,173.0,-643273.050513,300.959578157,1.00413766997,18.4
174000,174.0,-643971.933539,300.226438308,1.00369190001,18.4
175000,175.0,-643143.646761,300.640490366,1.00143605039,18.4
176000,176.0,-643720.803546,302.05816484,1.00335521009,18.4
177000,177.0,-644014.602136,300.916001381,1.00140939578,18.4
178000,178.0,-643786.130287,300.287560462,1.00250895185,18.4
179000,179.0,-642518.260697,301.107241919,1.00107341346,18.4
180000,180.0,-642499.438539,301.282327323,1.00137137682,18.4
181000,181.000000001,-643955.98226,298.361551303,1.00124183027,18.4
182000,182.000000001,-643318.75146,299.443433968,1.00157013168,18.4
183000,183.000000001,-643347.692626,300.362997287,1.00001015395,18.4
184000,184.000000001,-641910.246982,301.133203882,0.998373051237,18.4
185000,185.000000001,-643476.595752,300.003541488,1.00077317246,18.4
186000,186.000000001,-644261.701435,298.901639539,0.999281901069,18.4
187000,187.000000001,-643519.775614,299.161338379,0.996623785625,18.4
188000,188.000000001,-643599.981681,300.561057538,1.00094653155,18.4
189000,189.000000001,-644165.82676,300.819063249,1.00337246078,18.4
190000,190.000000001,-642022.03126,296.941349833,1.00301943528,18.4
191000,191.000000001,-642998.671449,300.786252831,1.00280666336,18.4
192000,192.000000001,-642677.124386,300.418778569,0.999180605984,18.4
193000,193.000000001,-642671.152844,301.172567319,0.997594504919,18.4
194000,194.000000001,-643785.737693,298.873285684,1.00177939714,18.4
195000,195.000000001,-644138.34257,297.847544746,1.00223729477,18.4
196000,196.000000001,-643221.684383,300.734199983,1.00028346544,18.4
197000,197.000000001,-643266.958921,299.623839671,0.998572448683,18.4
198000,198.000000001,-644038.577314,300.302321871,1.00324214469,18.4
199000,199.000000001,-644088.369016,298.260218446,1.00276320624,18.4
200000,200.000000001,-643101.156461,300.323489722,1.00279301497,18.4
201000,201.000000001,-643533.555871,302.574190954,1.00271926511,18.4
202000,202.000000001,-643665.543821,299.651851582,1.00124693018,18.4
203000,203.000000001,-642996.781817,301.889912828,1.0012065427,18.4
204000,204.000000001,-642332.198668,299.668860101,0.998866850201,18.4
205000,205.000000001,-643707.907122,300.612248088,1.0000402948,18.4
206000,206.000000001,-643483.440929,299.398510771,1.00185040644,18.4
207000,207.000000001,-642856.491975,300.266972256,1.00057700366,18.4
208000,208.000000001,-642500.86569,300.958197349,1.00139310389,18.4
209000,209.000000001,-643195.312749,300.172211053,1.00080572581,18.4
210000,210.000000001,-644058.719775,303.309845197,1.00471207557,18.4
211000,211.000000001,-644443.118867,298.309372052,1.00332761248,18.4
212000,212.000000001,-643938.786994,302.040145756,1.00296285468,18.4
213000,213.000000001,-643061.934808,302.330215338,1.00322118941,18.4
214000,214.000000001,-643573.143602,302.440022699,1.00293931457,18.4
215000,215.000000001,-643610.58233,299.482564971,1.00521152676,18.4
216000,216.000000001,-644621.965578,299.615179305,1.00441491848,18.4
217000,217.000000001,-644900.56001,301.393947362,1.00752536492,18.4
218000,218.000000001,-644290.18433,301.781960056,1.00429638862,18.4
219000,219.000000001,-642108.525489,302.885647523,1.00238002044,18.4
220000,220.000000001,-643102.406024,301.137077588,1.0060607091,18.4
221000,221.000000001,-643069.658316,299.510299352,1.00469804157,18.4
222000,222.000000001,-642727.843414,299.095631574,1.00176963109,18.4
223000,223.000000001,-644520.988848,299.417876169,0.99955477524,18.4
224000,224.000000001,-644396.336877,300.159927523,1.00069873803,18.4
225000,225.000000001,-641644.827598,298.640954667,1.00193297543,18.4
226000,226.000000001,-644574.607037,301.437805628,1.00229528666,18.4
227000,227.000000001,-642799.262673,299.429734187,1.00608362219,18.4
228000,228.000000001,-642887.85571,300.345227028,1.00403363838,18.4
229000,229.000000001,-644666.843342,300.786942888,1.00577995325,18.4
230000,230.000000001,-643667.931469,300.245284037,1.00335538566,18.4
231000,231.000000001,-643257.282989,298.265042755,1.00292523622,18.4
232000,232.000000001,-643937.894134,299.142147317,1.00354575846,18.4
233000,233.000000001,-643295.488123,299.821574722,1.00286194054,18.4
234000,234.000000001,-643467.003152,299.053895627,1.00287923951,18.4
235000,235.000000001,-642976.83084,300.401949512,1.00267423,18.4
236000,236.000000001,-643333.130799,298.31833754,1.00514188943,18.4
237000,237.000000001,-644124.80118,299.983762295,1.00273879986,18.4
238000,238.000000001,-643139.667662,300.070682419,1.00245423617,18.4
239000,239.000000001,-643581.058611,302.91600117,1.00101066674,18.4
240000,240.000000001,-643636.482714,298.056248481,1.00074052403,18.4
241000,241.000000001,-644141.089549,303.835322608,1.00214086849,18.4
242000,242.000000001,-642662.056768,299.68516537,0.999207168653,18.4
243000,243.000000001,-643578.112326,300.567074316,1.00090981222,18.4
244000,244.000000001,-642462.152074,299.055964074,1.00203686756,18.4
245000,245.000000001,-642099.654247,303.192338599,1.00056978178,18.4
246000,246.000000001,-643223.831314,302.848327442,1.00246484336,18.4
247000,247.000000001,-643906.245094,299.873175005,1.00446897689,18.4
248000,248.000000001,-644524.478627,297.214841003,1.00304086569,18.4
249000,249.000000001,-644320.822756,299.768073358,1.00100996213,18.4
250000,250.000000001,-643768.552799,300.1630056,1.00035064178,18.4
251000,251.000000001,-644060.030126,301.650396607,1.00168637635,18.4
252000,252.000000001,-643889.334298,299.061260889,1.00137260762,18.4
253000,253.000000001,-644283.536628,298.842833324,1.00408890076,18.4
254000,254.000000001,-644127.350208,299.138989872,1.00577053413,18.4
255000,255.000000001,-643115.530015,299.936546796,1.00319917824,18.4
256000,256.000000001,-643585.154006,302.488598975,1.00365979599,18.4
257000,257.000000001,-642941.28963,299.84874598,1.00276839486,18.4
258000,258.000000001,-643173.967761,299.144837282,1.00291088905,18.4
259000,259.000000001,-644119.516072,299.426397148,1.00201351352,18.4
260000,260.000000001,-644909.507865,299.630132203,1.00476039896,18.4
261000,261.000000001,-643831.283121,297.841205915,1.00353501669,18.4
262000,262.000000001,-643679.952285,299.677681182,1.00003735379,18.4
263000,263.000000001,-643571.853142,299.731463727,0.998562944762,18.4
264000,264.000000001,-644022.656709,301.621161663,1.00719697823,18.4
265000,265.000000001,-643677.40963,298.976123884,1.00464879525,18.4
266000,266.000000001,-643340.06782,302.93167051,1.00001261904,18.4
267000,267.000000001,-643434.01131,298.077426137,0.997917374018,18.4
268000,268.000000001,-644145.552557,299.68404255,1.0022161009,18.4
269000,269.000000001,-645100.193631,298.756917714,1.000358723,18.4
270000,270.000000001,-644110.109962,299.059128124,1.00745505891,18.4
271000,271.000000001,-643856.80602,298.80811915,0.999267386519,18.4
272000,272.0,-642277.658199,301.146188623,0.999100450521,18.4
273000,273.0,-643254.619528,302.071590773,0.999668101897,18.4
274000,274.0,-643684.079625,299.01028071,1.00334710439,18.4
275000,275.0,-644500.219242,302.396613327,1.00261081091,18.4
276000,276.0,-643606.814122,300.393664128,1.00241099583,18.4
277000,277.0,-644269.628525,299.269526874,1.00243812675,18.4
278000,278.0,-644037.764005,299.063362312,1.00282220782,18.4
279000,279.0,-644899.163014,299.922854271,1.00292008931,18.4
280000,280.0,-643656.503468,299.90683243,1.00236504486,18.4
281000,281.0,-643785.295153,298.682396448,1.00081463535,18.4
282000,282.0,-643527.565871,299.782457727,1.00019674989,18.4
283000,283.0,-642994.820128,299.156342688,1.00304253736,18.4
284000,284.0,-643919.160188,299.536211872,1.00478956091,18.4
285000,285.0,-643563.846843,300.530838995,1.00156184268,18.4
286000,286.0,-644768.882261,299.148506508,1.00272207819,18.4
287000,287.0,-645339.947632,298.528263498,1.00450064688,18.4
288000,288.0,-642730.298141,302.075127903,1.00416676862,18.4
289000,289.0,-643562.754122,302.241736957,1.00263942085,18.4
290000,290.0,-642424.111105,302.99941008,1.00117494355,18.4
291000,291.0,-642625.847497,299.534858666,0.999217304471,18.4
292000,292.0,-642799.027984,300.298046157,0.99817006394,18.4
293000,293.0,-642497.596876,300.223030695,0.999716604748,18.4
294000,294.0,-643839.391264,298.605752039,0.998513229994,18.4
295000,295.0,-642835.746194,299.403820887,0.999180111406,18.4
296000,296.0,-644149.659786,301.853753309,1.0008819661,18.4
297000,297.0,-643347.466974,298.074347648,1.00039815254,18.4
298000,298.0,-645243.878519,299.443777898,0.999996045688,18.4
299000,299.0,-644013.577423,298.672543809,1.00029665453,18.4
300000,300.0,-643696.03009,299.46489546,1.00347242553,18.4
301000,301.0,-645078.155245,300.980864518,1.00362485371,18.4
302000,302.0,-643077.174704,298.629450801,1.00440874513,18.4
303000,303.0,-643638.792565,298.066330825,1.00275252695,18.4
304000,304.0,-642830.707657,301.687120796,1.00080837853,18.4
305000,305.0,-642497.179533,301.125534995,1.00402894816,18.4
306000,306.0,-643551.761293,300.182210878,1.00534305034,18.4
307000,307.0,-644180.895094,301.039325704,1.0067081163,18.4
308000,308.0,-643987.484939,299.586968439,1.00296538856,18.4
309000,309.0,-643199.016986,301.535237864,1.00453881359,18.4
310000,310.0,-644803.721644,300.230318346,1.00163560171,18.4
311000,311.0,-644150.098753,298.682405097,1.0025950577,18.4
312000,312.0,-643491.245095,300.642987245,1.00275551902,18.4
313000,313.0,-643859.546102,298.016032856,1.00505074902,18.4
314000,313.999999999,-644813.919771,299.688674053,1.00617542899,18.4
315000,314.999999999,-643808.896709,296.801665413,1.00701725029,18.4
316000,315.999999999,-643609.123984,298.415024384,1.0013898444,18.4
317000,316.999999999,-644341.566827,300.1973411,0.999016783284,18.4
318000,317.999999999,-644460.284908,301.50584814,1.00048395687,18.4
319000,318.999999999,-644057.610672,297.389680898,1.00522381072,18.4
320000,319.999999999,-644258.996612,299.404615864,1.00586134902,18.4
321000,320.999999999,-643965.609828,298.087404269,1.00175743786,18.4
322000,321.999999999,-643716.695948,297.227465265,1.001711782,18.4
323000,322.999999999,-644807.547245,300.017112493,1.00242440951,18.4
324000,323.999999999,-644611.249251,299.39321259,1.00229746514,18.4
325000,324.999999999,-643873.500808,299.94511344,1.00227916453,18.4
326000,325.999999999,-642321.462338,297.611652955,1.00378905224,18.4
327000,326.999999999,-643478.170298,299.872154778,1.00078067399,18.4
328000,327.999999999,-642851.647766,299.335870392,1.00377802224,18.4
329000,328.999999999,-643919.711271,300.698539537,1.0027908778,18.4
330000,329.999999999,-643419.808871,299.031199314,1.00215378062,18.4
331000,330.999999999,-644080.221669,300.47010141,1.00141446007,18.4
332000,331.999999999,-644089.872578,300.171978503,1.00449211501,18.4
333000,332.999999999,-643903.436578,300.78613106,1.0038818139,18.4
334000,333.999999999,-642096.841947,299.1351342,0.997174264461,18.4
335000,334.999999999,-642325.95407,299.181670243,0.998640507453,18.4
336000,335.999999999,-643887.749217,300.714932408,0.999481894389,18.4
337000,336.999999999,-644188.582952,298.494373656,1.00132862868,18.4
338000,337.999999999,-644073.807775,301.274312122,1.00075643686,18.4
339000,338.999999999,-644208.28059,300.834238084,1.0030052665,18.4
340000,339.999999999,-643685.77993,298.562162074,0.998955271748,18.4
341000,340.999999999,-642576.754737,301.639206992,0.998631839832,18.4
342000,341.999999999,-643643.862146,299.806549548,1.00243495373,18.4
343000,342.999999999,-643414.55925,299.568836081,0.999560862502,18.4
344000,343.999999999,-643218.424349,300.857773634,1.00029773973,18.4
345000,344.999999999,-643845.961586,300.812365192,1.00143413858,18.4
346000,345.999999999,-643733.189912,298.774481959,1.00342207637,18.4
347000,346.999999999,-643036.364061,298.657882287,1.00512790197,18.4
348000,347.999999999,-643838.510251,299.993839159,1.00286273019,18.4
349000,348.999999999,-642840.789569,302.786579635,1.00185559122,18.4
350000,349.999999999,-642447.773687,299.290041376,0.998919151667,18.4
351000,350.999999999,-643659.620464,300.998312271,1.00284201184,18.4
352000,351.999999999,-643682.386448,301.550164975,1.00608553097,18.4
353000,352.999999999,-644391.534002,299.849584935,1.00687546,18.4
354000,353.999999999,-644618.907534,298.902095501,1.0082072824,18.4
355000,354.999999999,-643526.291439,298.686938678,1.00937747608,18.4
356000,355.999999998,-644906.880657,300.89505328,1.00676292603,18.4
357000,356.999999998,-644013.864976,299.795102088,1.00515815137,18.4
358000,357.999999998,-643180.029173,299.968032174,1.00131680804,18.4
359000,358.999999998,-643538.803177,302.366324481,1.00635428366,18.4
360000,359.999999998,-642832.392934,299.061332877,0.999529295442,18.4
361000,360.999999998,-644533.095293,300.227715774,1.00260137966,18.4
362000,361.999999998,-643781.242054,299.588433507,1.00428315867,18.4
363000,362.999999998,-643899.400332,298.751125147,1.00158749346,18.4
364000,363.999999998,-643589.049937,299.344413646,1.00616882153,18.4
365000,364.999999998,-642250.112788,298.02346444,1.00189578612,18.4
366000,365.999999998,-644183.151384,300.20459763,1.00468877209,18.4
367000,366.999999998,-644816.035218,301.671097121,1.00502921849,18.4
368000,367.999999998,-643719.159838,297.164508534,1.00264137181,18.4
369000,368.999999998,-643933.159514,300.466531211,1.00068802552,18.4
370000,369.999999998,-643188.205639,303.195837418,1.0017286993,18.4
371000,370.999999998,-644436.31467,301.836747408,0.997668781778,18.4
372000,371.999999998,-643591.336312,302.796163161,0.999958728269,18.4
373000,372.999999998,-642425.647529,299.629079341,0.999527948704,18.4
374000,373.999999998,-643251.180847,302.614969142,0.999852884874,18.4
375000,374.999999998,-643787.590773,302.269881405,1.00270982012,18.4
376000,375.999999998,-642042.990902,300.745441283,1.00226326363,18.4
377000,376.999999998,-643009.240869,300.91855711,1.00133964009,18.4
378000,377.999999998,-643330.142822,300.626719428,1.00219490913,18.4
379000,378.999999998,-644227.29033,300.709791526,1.00039026952,18.4
380000,379.999999998,-643077.492446,300.727932336,1.00431535466,18.4
381000,380.999999998,-641325.912161,299.678461095,1.00011214069,18.4
382000,381.999999998,-642477.530135,302.271411677,0.999574713869,18.4
383000,382.999999998,-643349.881998,301.066180107,1.00188792958,18.4
384000,383.999999998,-643621.081317,299.041069024,1.00719496458,18.4
385000,384.999999998,-644970.453793,299.241860651,1.00311723508,18.4
386000,385.999999998,-641917.603765,297.30746582,0.999846803499,18.4
387000,386.999999998,-642720.927954,298.492012962,1.00145625378,18.4
388000,387.999999998,-642499.488946,298.991546314,0.999435926886,18.4
389000,388.999999998,-644016.938553,298.320069277,1.00158052871,18.4
390000,389.999999998,-644429.058473,300.817769502,1.00283090851,18.4
391000,390.999999998,-645336.952283,301.929572824,1.00347955941,18.4
392000,391.999999998,-643873.539751,297.456766392,1.00243949754,18.4
393000,392.999999998,-644771.973798,299.726435273,1.00002199023,18.4
394000,393.999999998,-644057.48003,299.117233481,1.00213681856,18.4
395000,394.999999998,-644045.017384,302.277706645,1.00003596018,18.4
396000,395.999999998,-643474.812712,300.448821778,1.00210994011,18.4
397000,396.999999998,-643229.78913,300.52198936,1.00079552865,18.4
398000,397.999999998,-644492.422466,299.450567073,1.00408138684,18.4
399000,398.999999997,-644610.245195,297.037899686,1.00463979934,18.4
400000,399.999999997,-646099.032333,299.105577748,1.00700550457,18.4
401000,400.999999997,-645035.909312,300.672218078,1.00496588202,18.4
402000,401.999999997,-643919.441881,300.32935982,1.00327995394,18.4
403000,402.999999997,-644387.631956,299.722642565,1.00330836184,18.4
404000,403.999999997,-641928.151149,299.820991403,0.99827901056,18.4
405000,404.999999997,-642493.4634,297.986289724,0.997118655797,18.4
406000,405.999999997,-642905.703851,298.63798924,1.00431204717,18.4
407000,406.999999997,-644081.798434,300.002215622,1.00587491064,18.4
408000,407.999999997,-643205.782575,300.144812384,1.00332629907,18.4
409000,408.999999997,-643447.731939,300.316828678,1.00149628525,18.4
410000,409.999999997,-643673.375173,300.590381177,0.997336546474,18.4
411000,410.999999997,-645005.884381,300.597723368,1.00087464328,18.4
412000,411.999999997,-641769.325988,300.396208888,1.00017777039,18.4
413000,412.999999997,-642780.018677,301.973337796,0.999435347215,18.4
414000,413.999999997,-644023.659238,301.974352985,1.0005165912,18.4
415000,414.999999997,-643272.528002,300.764365856,1.00335457157,18.4
416000,415.999999997,-643547.148828,300.811084499,1.00462756285,18.4
417000,416.999999997,-645411.964829,300.711513747,1.00602590211,18.4
418000,417.999999997,-644228.864648,297.734112201,1.00436138803,18.4
419000,418.999999997,-644071.633702,298.595698,1.00387659265,18.4
420000,419.999999997,-643853.184952,299.403939846,1.00659439545,18.4
421000,420.999999997,-644122.322705,301.07364696,1.00475115062,18.4
422000,421.999999997,-643131.617437,301.085828704,0.999878968822,18.4
423000,422.999999997,-644943.302489,300.865317423,1.00265959286,18.4
424000,423.999999997,-643551.185772,299.202076493,0.998314449507,18.4
425000,424.999999997,-645099.099791,301.656612897,1.00377727768,18.4
426000,425.999999997,-645004.855091,299.323702957,1.00803254591,18.4
427000,426.999999997,-644862.182896,299.599693239,1.00268577873,18.4
428000,427.999999997,-643760.104715,298.677565762,1.00132919325,18.4
429000,428.999999997,-643383.948689,297.175924697,1.00160300581,18.4
430000,429.999999997,-645941.438355,300.987511338,1.00494654609,18.4
431000,430.999999997,-644763.25355,299.038465567,0.999955035676,18.4
432000,431.999999997,-644818.679614,298.054922917,1.0047919305,18.4
433000,432.999999997,-643741.1045,296.903684541,1.0024660416,18.4
434000,433.999999997,-644995.390612,300.073085444,1.00030866316,18.4
435000,434.999999997,-643132.704541,301.377935921,1.0017461649,18.4
436000,435.999999997,-642305.266862,300.897350238,0.999481942223,18.4
437000,436.999999997,-644210.302223,299.36584859,1.00362886315,18.4
438000,437.999999997,-645479.803434,297.376189374,1.00508718041,18.4
439000,438.999999997,-644469.553296,298.476350944,1.00327718547,18.4
440000,439.999999997,-644004.258856,301.176064781,1.00245233128,18.4
441000,440.999999996,-643954.265724,299.595117236,1.0021915687,18.4
442000,441.999999996,-644219.254396,302.436413828,1.00342804406,18.4
443000,442.999999996,-643782.21009,299.042912913,1.00353025695,18.4
444000,443.999999996,-643771.108507,297.696443262,1.00014678493,18.4
445000,444.999999996,-644180.519284,300.46224151,1.00097091294,18.4
446000,445.999999996,-644947.344313,298.814879086,1.00402680998,18.4
447000,446.999999996,-643777.660771,300.878975239,1.00463345636,18.4
448000,447.999999996,-643601.906318,301.140503005,1.00501264747,18.4
449000,448.999999996,-643949.570598,298.323815865,1.00275694506,18.4
450000,449.999999996,-644678.116103,301.28441033,1.00131738993,18.4
451000,450.999999996,-643482.263463,300.327221005,1.00322455665,18.4
452000,451.999999996,-643282.111545,300.253459265,1.00088577376,18.4
453000,452.999999996,-642430.314972,298.817981499,0.998419336337,18.4
454000,453.999999996,-643600.83726,299.348209332,1.00484666855,18.4
455000,454.999999996,-641813.584345,299.474606379,1.00206730683,18.4
456000,455.999999996,-644773.454752,299.214114842,1.00338681863,18.4
457000,456.999999996,-643908.254508,297.258856014,1.00347460805,18.4
458000,457.999999996,-645322.656769,301.548200424,1.00372629404,18.4
459000,458.999999996,-642954.795782,302.634811136,0.998959851886,18.4
460000,459.999999996,-643438.731786,301.007064533,0.998470763842,18.4
461000,460.999999996,-643402.724421,300.328351288,0.998735871656,18.4
462000,461.999999996,-643227.58702,299.740478722,1.00248973389,18.4
463000,462.999999996,-642431.637702,300.302646803,1.00059815359,18.4
464000,463.999999996,-643002.565231,300.188510894,0.999466318584,18.4
465000,464.999999996,-643721.998633,301.697472211,1.00035013305,18.4
466000,465.999999996,-643756.379577,299.715501356,1.00038772502,18.4
467000,466.999999996,-643706.185044,300.349531963,1.00250460445,18.4
468000,467.999999996,-642945.10941,298.795080005,1.00147245784,18.4
469000,468.999999996,-644315.206966,299.873413616,1.00243625594,18.4
470000,469.999999996,-643352.593589,300.047731019,1.00325136477,18.4
471000,470.999999996,-644263.507429,303.355950433,1.00134141116,18.4
472000,471.999999996,-644078.588224,298.482682983,0.998069358501,18.4
473000,472.999999996,-643779.127578,301.093522867,1.00088872228,18.4
474000,473.999999996,-643556.240494,301.205742079,1.00373453162,18.4
475000,474.999999996,-643612.575089,301.903804218,1.00348909375,18.4
476000,475.999999996,-644233.286174,299.930133616,1.00522337331,18.4
477000,476.999999996,-642812.977263,302.39766673,1.00707800205,18.4
478000,477.999999996,-643216.76482,301.290915639,1.0007240488,18.4
